Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1842.162	-1835.750	-833.427	1876.198	-2294.552	1100.740
1	-1842.241	-1835.313	-833.900	1876.849	-2294.955	1100.756
2	-1842.146	-1835.103	-834.045	1877.179	-2294.810	1100.873
3	-1842.064	-1835.262	-833.516	1877.453	-2294.522	1100.570
4	-1841.990	-1835.537	-832.814	1877.967	-2294.101	1100.128
5	-1841.808	-1835.549	-832.904	1878.301	-2293.562	1100.069
6	-1841.361	-1835.285	-833.821	1878.149	-2293.101	1100.605
7	-1840.754	-1835.115	-834.729	1877.896	-2292.864	1101.581
8	-1840.324	-1835.190	-835.153	1877.868	-2292.982	1102.446
9	-1840.252	-1835.251	-835.142	1878.166	-2293.410	1102.475
10	-1840.492	-1835.165	-834.760	1878.657	-2293.540	1101.634
11	-1840.991	-1835.136	-833.894	1878.854	-2293.091	1100.641
12	-1841.623	-1835.344	-832.770	1878.500	-2292.714	1100.015
13	-1841.985	-1835.624	-832.355	1877.980	-2293.058	1099.690
14	-1841.813	-1835.662	-833.249	1877.838	-2293.772	1099.496
15	-1841.462	-1835.414	-834.498	1878.279	-2293.990	1099.503
16	-1841.488	-1835.237	-834.682	1878.823	-2293.695	1099.804
17	-1841.738	-1835.356	-833.730	1878.709	-2293.752	1100.325
18	-1841.806	-1835.525	-832.761	1877.825	-2294.248	1100.921
19	-1841.683	-1835.420	-832.585	1876.688	-2294.269	1101.390
20	-1841.325	-1835.128	-833.086	1875.961	-2293.535	1101.501
21	-1840.744	-1835.035	-833.868	1876.060	-2292.820	1101.282
22	-1840.322	-1835.221	-834.706	1876.597	-2292.641	1101.022
23	-1840.293	-1835.326	-835.241	1876.813	-2292.659	1100.900
24	-1840.705	-1835.172	-834.926	1876.642	-2292.579	1100.606
25	-1841.441	-1835.026	-833.710	1876.561	-2292.654	1099.906
26	-1841.951	-1835.191	-832.547	1876.791	-2292.888	1099.211
27	-1841.794	-1835.551	-832.597	1877.067	-2292.732	1099.004
28	-1841.346	-1835.662	-833.791	1877.106	-2292.407	1099.293
29	-1841.353	-1835.383	-834.808	1877.086	-2292.854	1099.687
30	-1841.720	-1835.134	-834.688	1877.289	-2294.039	1099.754
31	-1841.823	-1835.266	-833.830	1877.539	-2294.919	1099.531
32	-1841.600	-1835.524	-833.219	1877.370	-2294.836	1099.494
33	-1841.451	-1835.473	-833.184	1876.843	-2293.927	1099.889
34	-1841.408	-1835.153	-833.423	1876.562	-2292.974	1100.493
35	-1841.127	-1834.999	-833.778	1876.766	-2293.108	1100.957
36	-1840.680	-1835.199	-834.267	1877.133	-2294.329	1101.087
37	-1840.524	-1835.411	-834.582	1877.403	-2295.195	1100.964
38	-1840.901	-1835.258	-834.208	1877.527	-2294.990	1100.612
39	-1841.745	-1834.958	-833.167	1877.587	-2294.771	1099.766
40	-1842.450	-1835.009	-832.369	1877.661	-2295.089	1098.522
41	-1842.414	-1835.408	-832.636	1877.815	-2295.121	1097.693
42	-1842.018	-1835.711	-833.601	1877.910	-2294.667	1097.945
43	-1841.878	-1835.644	-834.251	1877.454	-2294.401	1098.905
44	-1841.872	-1835.335	-834.106	1876.435	-2294.557	1099.652
45	-1841.704	-1835.094	-833.515	1875.716	-2294.738	1099.964
46	-1841.509	-1835.048	-833.183	1875.836	-2294.598	1100.277
47	-1841.358	-1835.047	-833.317	1876.359	-2294.310	1100.638
48	-1841.062	-1834.926	-833.469	1876.813	-2294.503	1100.763
49	-1840.693	-1834.836	-833.491	1876.978	-2295.207	1100.769
50	-1840.366	-1834.963	-833.835	1876.688	-2295.590	1100.828
51	-1840.199	-1835.158	-834.390	1876.178	-2295.380	1100.743
52	-1840.449	-1835.143	-834.426	1875.962	-2295.151	1100.426
53	-1841.068	-1834.949	-833.609	1876.091	-2295.246	1100.098
54	-1841.640	-1834.961	-832.504	1876.301	-2295.525	1099.930
55	-1841.866	-1835.227	-832.103	1876.394	-2295.697	1099.815
56	-1841.754	-1835.325	-832.698	1876.376	-2295.433	1099.647
57	-1841.643	-1835.065	-833.464	1876.408	-2294.871	1099.704
58	-1841.593	-1834.725	-833.561	1876.566	-2294.711	1100.081
59	-1841.437	-1834.636	-833.051	1876.718	-2295.417	1100.239
60	-1841.229	-1834.901	-832.578	1876.575	-2296.731	1099.814
61	-1841.045	-1835.300	-832.666	1876.032	-2297.809	1099.086
62	-1840.736	-1835.389	-833.383	1875.627	-2297.894	1098.607
63	-1840.439	-1835.086	-834.098	1875.854	-2297.116	1098.660
64	-1840.502	-1834.822	-834.318	1876.250	-2296.490	1099.058
65	-1840.739	-1834.827	-834.232	1876.154	-2296.685	1099.390
66	-1840.939	-1834.936	-833.855	1875.658	-2297.031	1099.350
67	-1841.331	-1834.994	-833.230	1875.375	-2296.660	1098.961
68	-1841.969	-1835.012	-832.824	1875.730	-2295.908	1098.404
69	-1842.408	-1835.084	-832.871	1876.477	-2295.381	1098.039
70	-1842.468	-1835.222	-832.975	1877.035	-2295.108	1098.210
71	-1842.175	-1835.328	-833.028	1877.052	-2295.041	1098.880
72	-1841.668	-1835.371	-833.172	1876.434	-2295.112	1099.633
73	-1841.147	-1835.352	-833.389	1875.668	-2294.962	1099.937
74	-1840.790	-1835.229	-833.701	1875.515	-2294.454	1099.586
75	-1840.633	-1835.068	-834.038	1875.910	-2294.071	1098.854
76	-1840.578	-1834.999	-834.086	1876.289	-2294.192	1098.189
77	-1840.527	-1835.079	-833.929	1876.501	-2294.708	1097.940
78	-1840.704	-1835.265	-833.829	1876.638	-2295.332	1098.429
79	-1841.140	-1835.392	-833.705	1876.784	-2295.469	1099.435
80	-1841.675	-1835.273	-833.409	1876.845	-2294.921	1100.148
81	-1842.156	-1834.953	-833.175	1876.746	-2294.501	1100.059
82	-1842.384	-1834.776	-833.191	1876.768	-2294.496	1099.546
83	-1842.306	-1834.938	-833.244	1877.133	-2294.338	1099.383
84	-1842.206	-1835.239	-832.986	1877.654	-2294.144	1099.744
85	-1842.096	-1835.448	-832.602	1877.912	-2294.662	1100.183
86	-1841.658	-1835.457	-832.766	1877.825	-2295.570	1100.434
87	-1840.957	-1835.231	-833.606	1877.485	-2295.737	1100.788
88	-1840.511	-1834.917	-834.408	1876.865	-2294.906	1101.223
89	-1840.489	-1834.777	-834.433	1876.271	-2293.896	1101.104
90	-1840.575	-1834.919	-833.872	1876.266	-2293.427	1100.296
91	-1840.670	-1835.209	-833.504	1876.690	-2293.376	1099.319
92	-1840.833	-1835.409	-833.564	1876.837	-2293.476	1098.633
93	-1841.156	-1835.299	-833.643	1876.616	-2293.720	1098.551
