Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1839.171	-1834.334	-834.251	1876.330	-2288.447	1101.833
1	-1839.484	-1834.630	-833.329	1876.631	-2288.659	1101.838
2	-1840.142	-1834.744	-832.837	1876.382	-2289.229	1101.807
3	-1840.976	-1834.701	-833.148	1876.026	-2289.802	1101.573
4	-1841.571	-1834.662	-833.784	1875.829	-2289.686	1101.363
5	-1841.801	-1834.688	-834.053	1875.790	-2288.943	1101.532
6	-1841.687	-1834.820	-834.056	1875.770	-2288.306	1101.987
7	-1841.434	-1834.936	-834.329	1875.590	-2288.036	1102.202
8	-1841.658	-1834.961	-834.447	1875.307	-2287.586	1101.875
9	-1842.483	-1835.120	-833.600	1875.291	-2287.032	1101.212
10	-1843.185	-1835.417	-832.244	1875.875	-2287.277	1100.789
11	-1842.893	-1835.405	-831.864	1876.860	-2288.193	1101.083
12	-1841.645	-1834.963	-833.017	1877.449	-2288.641	1101.783
13	-1840.514	-1834.416	-834.548	1877.166	-2288.371	1102.064
14	-1840.144	-1834.194	-834.876	1876.483	-2287.905	1101.632
15	-1840.483	-1834.519	-833.855	1876.103	-2287.451	1100.902
16	-1841.055	-1834.949	-832.744	1876.183	-2286.786	1100.465
17	-1841.398	-1834.708	-832.188	1876.563	-2286.027	1100.603
18	-1841.833	-1834.077	-831.860	1877.086	-2285.848	1101.168
19	-1842.504	-1834.097	-831.467	1877.474	-2286.615	1101.617
20	-1842.470	-1834.828	-831.638	1877.381	-2287.758	1101.593
21	-1841.525	-1835.342	-833.045	1876.567	-2288.335	1101.487
22	-1840.789	-1835.126	-834.661	1875.384	-2288.234	1101.630
23	-1840.980	-1834.584	-834.432	1874.891	-2288.028	1101.828
24	-1841.449	-1834.330	-832.517	1875.479	-2287.908	1101.848
25	-1841.145	-1834.560	-831.754	1876.206	-2287.780	1101.833
26	-1840.402	-1834.899	-833.138	1876.340	-2287.899	1102.216
27	-1840.042	-1834.914	-834.722	1876.096	-2288.348	1103.005
28	-1839.971	-1834.741	-835.322	1875.862	-2288.428	1103.668
29	-1840.168	-1834.671	-835.439	1875.767	-2287.605	1103.859
30	-1840.715	-1834.501	-835.347	1875.838	-2286.625	1103.757
31	-1841.434	-1834.236	-834.686	1875.840	-2286.640	1103.560
32	-1842.304	-1834.307	-832.936	1875.561	-2287.490	1103.289
33	-1843.032	-1834.824	-830.864	1875.330	-2288.048	1103.010
34	-1842.819	-1835.334	-830.828	1875.425	-2287.680	1102.980
35	-1841.836	-1835.322	-833.047	1875.791	-2286.825	1103.285
36	-1841.146	-1834.706	-834.621	1876.431	-2286.456	1103.430
37	-1840.964	-1834.153	-833.756	1877.172	-2286.868	1102.866
38	-1840.983	-1834.495	-831.795	1877.610	-2287.280	1101.815
39	-1840.915	-1835.358	-831.225	1877.623	-2287.011	1101.013
40	-1840.504	-1835.529	-832.431	1877.496	-2286.358	1100.957
41	-1840.339	-1834.810	-833.179	1877.407	-2286.052	1101.678
42	-1840.977	-1834.150	-832.601	1877.195	-2286.448	1102.676
43	-1841.383	-1834.109	-832.503	1876.899	-2287.188	1103.209
44	-1840.855	-1834.352	-833.633	1876.846	-2287.596	1103.199
45	-1840.699	-1834.497	-834.289	1876.970	-2287.353	1103.205
46	-1841.841	-1834.591	-833.428	1876.760	-2286.762	1103.242
47	-1843.105	-1834.722	-832.244	1876.138	-2286.337	1102.847
48	-1843.111	-1834.835	-832.500	1875.612	-2286.414	1102.203
49	-1841.941	-1834.868	-834.399	1875.517	-2287.005	1102.080
50	-1840.870	-1834.756	-835.729	1875.668	-2287.816	1102.838
51	-1840.806	-1834.576	-834.868	1875.941	-2288.229	1103.782
52	-1840.872	-1834.516	-833.569	1876.442	-2287.960	1103.875
53	-1840.211	-1834.617	-833.725	1876.872	-2287.660	1103.175
54	-1839.711	-1834.713	-834.107	1876.750	-2287.985	1102.605
55	-1840.108	-1834.601	-833.380	1876.210	-2288.576	1102.457
56	-1840.890	-1834.465	-832.544	1875.834	-2288.503	1102.376
57	-1841.463	-1834.668	-832.549	1875.843	-2287.798	1102.192
58	-1841.877	-1835.001	-832.804	1876.127	-2287.392	1101.928
59	-1842.260	-1834.990	-832.250	1876.540	-2287.499	1101.915
60	-1842.492	-1834.676	-830.782	1876.756	-2287.432	1102.259
61	-1842.458	-1834.377	-829.894	1876.643	-2287.010	1102.443
62	-1841.931	-1834.276	-830.989	1876.470	-2286.745	1102.307
63	-1840.984	-1834.508	-833.187	1876.266	-2286.941	1102.147
64	-1840.337	-1834.891	-834.479	1875.796	-2287.367	1101.929
65	-1840.442	-1834.875	-834.416	1875.116	-2287.603	1101.543
66	-1840.817	-1834.518	-834.012	1874.485	-2287.423	1101.315
67	-1840.782	-1834.462	-833.874	1874.239	-2286.916	1101.360
68	-1840.431	-1834.662	-833.808	1874.789	-2286.534	1101.378
69	-1840.193	-1834.617	-833.863	1875.920	-2286.619	1101.387
70	-1840.081	-1834.444	-834.493	1876.764	-2287.054	1101.653
71	-1840.039	-1834.494	-835.464	1876.977	-2287.645	1102.086
72	-1840.422	-1834.815	-835.607	1876.790	-2288.189	1102.392
73	-1841.473	-1835.271	-834.097	1876.604	-2288.301	1102.338
74	-1842.642	-1835.493	-831.957	1876.691	-2287.769	1101.798
75	-1843.124	-1835.185	-831.022	1876.939	-2287.029	1101.114
76	-1842.800	-1834.626	-831.538	1876.913	-2286.628	1100.954
77	-1841.893	-1834.305	-832.383	1876.367	-2286.527	1101.541
78	-1840.761	-1834.232	-832.928	1875.653	-2286.592	1102.471
