Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1843.707	-1834.562	-836.302	1885.411	-2285.677	1100.003
1	-1845.658	-1835.727	-832.427	1884.828	-2286.664	1099.614
2	-1846.146	-1836.284	-831.143	1884.079	-2286.928	1100.611
3	-1843.536	-1835.612	-835.866	1883.497	-2286.421	1102.800
4	-1839.247	-1834.350	-842.662	1883.071	-2285.712	1104.668
5	-1837.682	-1833.798	-843.800	1882.895	-2285.288	1104.592
6	-1839.397	-1834.295	-838.240	1883.132	-2285.289	1102.383
7	-1841.301	-1834.982	-831.148	1883.613	-2285.793	1099.640
8	-1842.054	-1835.326	-826.872	1884.100	-2286.416	1098.408
9	-1841.812	-1835.565	-826.900	1884.293	-2286.615	1099.215
10	-1840.735	-1835.737	-829.518	1883.991	-2286.397	1101.013
11	-1839.974	-1835.679	-831.159	1883.741	-2286.219	1102.378
12	-1840.351	-1835.307	-831.005	1884.357	-2286.406	1102.452
13	-1841.180	-1834.658	-830.275	1885.604	-2286.756	1101.493
14	-1842.032	-1834.205	-828.805	1886.192	-2286.893	1100.190
15	-1843.574	-1834.580	-826.102	1885.318	-2286.744	1099.070
16	-1845.630	-1835.596	-823.587	1883.574	-2286.593	1098.957
17	-1846.028	-1836.154	-824.466	1882.088	-2286.799	1100.489
18	-1843.387	-1835.575	-830.218	1881.344	-2287.400	1103.024
19	-1839.647	-1834.450	-837.518	1881.011	-2288.109	1104.977
20	-1837.392	-1833.864	-841.896	1880.620	-2288.586	1105.043
21	-1837.164	-1833.948	-842.811	1880.127	-2288.736	1103.269
22	-1838.267	-1834.100	-841.336	1879.693	-2288.650	1101.209
23	-1839.888	-1834.203	-838.530	1879.269	-2288.597	1100.431
24	-1841.171	-1834.540	-836.765	1878.736	-2288.787	1101.135
25	-1841.547	-1835.084	-837.041	1878.318	-2289.004	1102.600
26	-1841.363	-1835.393	-838.501	1878.286	-2289.010	1103.918
27	-1841.296	-1835.047	-839.870	1878.327	-2288.921	1104.198
28	-1841.872	-1834.433	-838.324	1878.076	-2288.812	1103.169
29	-1843.257	-1834.613	-832.847	1877.932	-2288.582	1101.271
30	-1844.438	-1835.647	-826.819	1878.359	-2288.344	1099.394
31	-1844.310	-1836.189	-823.579	1879.094	-2288.195	1098.699
32	-1843.468	-1835.455	-823.611	1879.453	-2288.146	1099.603
33	-1841.981	-1834.404	-825.888	1879.092	-2288.453	1101.159
34	-1839.275	-1834.394	-828.726	1878.143	-2289.128	1102.342
35	-1836.760	-1835.325	-830.993	1877.010	-2289.731	1102.661
36	-1836.040	-1835.736	-832.387	1876.438	-2289.989	1102.051
37	-1836.841	-1834.850	-832.553	1876.681	-2290.145	1101.130
38	-1838.566	-1833.616	-832.149	1876.980	-2290.533	1100.558
39	-1840.405	-1833.534	-832.835	1876.703	-2290.980	1100.542
40	-1841.371	-1834.784	-834.926	1876.130	-2291.217	1101.278
41	-1841.722	-1836.082	-837.821	1875.939	-2291.424	1102.791
42	-1842.627	-1836.046	-840.212	1876.445	-2291.705	1104.180
43	-1844.061	-1834.935	-840.562	1877.057	-2291.730	1104.226
44	-1845.180	-1834.231	-839.275	1876.923	-2291.214	1103.072
45	-1845.119	-1834.384	-838.081	1876.096	-2290.623	1102.080
46	-1843.924	-1834.816	-837.262	1875.575	-2290.566	1102.150
47	-1842.746	-1835.440	-836.314	1875.973	-2290.942	1102.971
48	-1841.673	-1836.115	-835.600	1876.856	-2291.193	1103.719
49	-1839.940	-1835.913	-835.444	1877.506	-2290.942	1103.932
50	-1838.141	-1834.647	-835.133	1877.720	-2290.477	1103.432
51	-1837.616	-1833.455	-833.420	1877.897	-2290.300	1102.183
52	-1838.563	-1833.486	-830.290	1878.086	-2290.254	1100.686
53	-1839.990	-1834.656	-827.434	1877.836	-2290.027	1099.922
54	-1840.915	-1835.934	-826.097	1877.143	-2289.881	1100.421
55	-1841.493	-1836.286	-825.933	1876.527	-2290.112	1101.848
56	-1842.179	-1835.406	-826.431	1876.479	-2290.449	1103.323
57	-1842.539	-1834.241	-827.959	1876.928	-2290.421	1103.860
58	-1842.363	-1834.089	-830.602	1877.237	-2290.146	1103.121
59	-1842.303	-1835.088	-832.873	1876.917	-2290.183	1101.896
60	-1842.666	-1835.925	-833.540	1876.129	-2290.611	1101.160
61	-1842.560	-1835.664	-833.809	1875.575	-2290.991	1101.062
62	-1841.712	-1834.957	-835.308	1875.685	-2291.151	1101.374
63	-1840.408	-1834.609	-838.346	1875.894	-2291.257	1102.100
64	-1838.935	-1834.466	-841.735	1875.346	-2291.487	1103.125
65	-1838.417	-1834.354	-843.291	1874.407	-2291.848	1103.642
66	-1839.651	-1834.506	-841.679	1874.194	-2292.086	1102.988
67	-1841.475	-1834.856	-838.318	1874.788	-2291.976	1101.842
68	-1842.608	-1835.153	-835.397	1875.322	-2291.506	1101.373
69	-1843.092	-1835.201	-833.311	1875.491	-2290.742	1101.768
70	-1843.177	-1834.975	-831.883	1875.764	-2289.915	1102.324
71	-1842.902	-1834.797	-831.122	1876.448	-2289.404	1102.402
72	-1842.166	-1835.116	-830.690	1877.229	-2289.368	1101.923
73	-1841.333	-1835.675	-829.837	1877.620	-2289.603	1101.314
74	-1840.859	-1835.556	-828.557	1877.384	-2289.890	1101.131
75	-1840.390	-1834.739	-827.731	1876.760	-2290.061	1101.467
