Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1842.383	-1833.439	-827.135	1866.215	-2298.252	1101.343
1	-1841.585	-1834.182	-827.959	1866.137	-2298.580	1101.351
2	-1840.675	-1835.600	-830.511	1866.244	-2299.142	1101.947
3	-1840.167	-1835.704	-833.163	1866.284	-2299.567	1102.968
4	-1840.519	-1834.651	-834.445	1866.040	-2299.836	1103.822
5	-1841.466	-1834.211	-833.935	1865.636	-2300.142	1104.088
6	-1841.967	-1834.888	-833.155	1865.290	-2300.405	1103.642
7	-1841.768	-1835.393	-833.733	1865.049	-2300.722	1102.868
8	-1841.729	-1834.940	-835.329	1864.782	-2301.448	1102.557
9	-1842.036	-1834.274	-836.666	1864.387	-2302.390	1102.943
10	-1842.008	-1834.252	-837.063	1863.838	-2303.021	1103.631
11	-1841.830	-1834.872	-836.680	1863.266	-2303.102	1104.435
12	-1841.921	-1835.226	-836.006	1863.002	-2302.817	1105.267
13	-1841.972	-1834.568	-835.145	1863.090	-2302.481	1105.622
14	-1841.826	-1833.733	-833.906	1863.204	-2302.196	1104.959
15	-1841.155	-1834.178	-832.736	1863.189	-2301.761	1103.538
16	-1839.501	-1835.399	-832.601	1863.258	-2301.322	1102.432
17	-1837.730	-1835.388	-833.761	1863.643	-2301.487	1102.612
18	-1837.485	-1833.987	-834.990	1864.042	-2302.232	1103.819
19	-1838.806	-1833.192	-834.464	1863.849	-2302.796	1104.756
20	-1840.105	-1834.141	-832.283	1863.170	-2302.687	1104.579
21	-1840.707	-1835.778	-830.534	1863.010	-2302.117	1103.527
22	-1841.037	-1836.279	-830.446	1863.862	-2301.610	1102.426
23	-1841.825	-1835.213	-830.815	1865.052	-2301.544	1102.068
24	-1843.150	-1834.039	-830.726	1865.667	-2301.847	1102.496
25	-1843.647	-1834.212	-831.372	1865.466	-2302.176	1103.072
26	-1842.607	-1835.367	-833.271	1864.818	-2302.420	1103.281
27	-1841.490	-1835.937	-834.984	1864.249	-2302.667	1103.228
28	-1841.649	-1835.258	-835.226	1863.930	-2302.825	1103.082
29	-1842.488	-1834.473	-834.280	1863.802	-2302.848	1102.634
30	-1842.483	-1834.613	-833.579	1863.838	-2302.995	1101.990
31	-1841.265	-1835.072	-834.311	1864.002	-2303.382	1102.075
32	-1840.135	-1834.924	-835.588	1864.168	-2303.895	1103.370
33	-1840.196	-1834.453	-835.872	1864.206	-2304.240	1104.958
34	-1840.824	-1834.644	-835.403	1864.104	-2304.155	1105.503
35	-1840.948	-1835.305	-835.082	1863.735	-2303.879	1104.747
36	-1840.889	-1835.375	-834.389	1862.954	-2303.826	1103.580
37	-1841.513	-1834.671	-832.468	1862.100	-2304.055	1102.715
38	-1842.533	-1834.198	-830.563	1861.684	-2304.358	1102.343
39	-1842.662	-1834.640	-830.583	1861.747	-2304.471	1102.519
40	-1841.418	-1835.377	-832.353	1862.251	-2304.166	1103.321
41	-1840.180	-1835.416	-833.798	1863.155	-2303.382	1104.480
42	-1840.200	-1834.685	-833.618	1864.024	-2302.451	1105.073
43	-1841.024	-1834.090	-832.406	1864.342	-2302.015	1104.459
44	-1841.663	-1834.381	-831.587	1863.989	-2302.394	1102.969
45	-1841.626	-1835.161	-831.850	1863.315	-2303.201	1101.511
46	-1841.292	-1835.289	-832.557	1862.750	-2303.841	1101.099
