Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1841.650	-1834.891	-833.893	1875.575	-2290.260	1104.262
1	-1841.656	-1834.822	-833.943	1876.189	-2290.095	1104.054
2	-1841.590	-1834.522	-833.316	1876.738	-2289.870	1103.920
3	-1841.645	-1834.268	-832.438	1876.675	-2289.566	1104.017
4	-1841.681	-1834.381	-832.310	1876.075	-2289.407	1104.137
5	-1841.800	-1834.860	-832.904	1875.532	-2289.555	1104.286
6	-1841.944	-1835.365	-833.244	1875.269	-2289.870	1104.788
7	-1841.680	-1835.462	-833.134	1875.242	-2290.039	1105.568
8	-1841.222	-1834.993	-833.099	1875.614	-2289.739	1106.207
9	-1841.219	-1834.443	-833.098	1876.160	-2288.967	1106.398
10	-1841.611	-1834.467	-832.919	1876.335	-2288.415	1105.879
11	-1841.938	-1835.099	-832.743	1876.101	-2288.974	1104.830
12	-1841.882	-1835.612	-832.919	1875.884	-2290.247	1103.994
13	-1841.398	-1835.407	-833.750	1875.891	-2290.949	1103.941
14	-1840.849	-1834.795	-834.794	1875.841	-2290.719	1104.518
15	-1840.623	-1834.435	-834.982	1875.660	-2290.278	1105.083
16	-1840.764	-1834.571	-834.330	1875.559	-2290.298	1105.124
17	-1841.086	-1834.915	-833.789	1875.618	-2290.512	1104.692
18	-1841.443	-1835.089	-833.545	1875.835	-2290.212	1104.246
19	-1841.710	-1834.961	-833.202	1876.177	-2289.406	1104.160
20	-1841.464	-1834.653	-833.135	1876.360	-2288.663	1104.198
21	-1840.749	-1834.565	-833.876	1876.122	-2288.377	1104.039
22	-1840.582	-1834.809	-834.640	1875.656	-2288.653	1104.113
23	-1841.262	-1835.006	-834.373	1875.423	-2289.366	1104.709
24	-1842.142	-1835.065	-833.026	1875.642	-2289.978	1105.234
25	-1842.569	-1835.043	-831.698	1875.936	-2289.945	1105.303
26	-1842.104	-1834.825	-831.806	1875.851	-2289.537	1105.219
27	-1841.277	-1834.566	-833.218	1875.825	-2289.442	1105.258
28	-1841.053	-1834.572	-834.034	1876.438	-2289.936	1105.219
29	-1841.326	-1834.802	-833.518	1877.246	-2290.720	1104.882
30	-1841.388	-1835.077	-832.939	1877.459	-2291.120	1104.642
31	-1841.272	-1835.216	-833.023	1877.105	-2290.792	1104.929
32	-1841.322	-1834.982	-833.159	1876.788	-2290.296	1105.208
33	-1841.497	-1834.533	-832.709	1876.843	-2290.259	1104.801
34	-1841.415	-1834.398	-832.273	1877.060	-2290.590	1104.103
35	-1840.844	-1834.738	-833.339	1877.166	-2290.885	1103.946
36	-1840.371	-1835.141	-835.434	1877.142	-2290.901	1104.425
37	-1840.741	-1835.214	-835.810	1876.921	-2290.588	1105.072
38	-1841.799	-1834.950	-833.599	1876.571	-2290.101	1105.452
39	-1842.634	-1834.632	-831.412	1876.538	-2289.833	1105.331
40	-1842.518	-1834.551	-831.799	1877.137	-2289.961	1104.934
41	-1841.857	-1834.736	-833.940	1877.893	-2290.364	1104.593
42	-1841.702	-1835.090	-834.736	1878.212	-2290.732	1104.372
43	-1842.014	-1835.394	-833.451	1878.242	-2290.762	1104.302
44	-1841.804	-1835.293	-832.789	1878.236	-2290.671	1104.633
45	-1841.021	-1834.705	-834.169	1878.101	-2290.520	1105.279
46	-1840.648	-1834.170	-835.298	1877.757	-2290.145	1105.604
47	-1841.322	-1834.351	-833.659	1877.430	-2289.925	1105.220
48	-1842.346	-1835.095	-830.581	1877.414	-2290.179	1104.509
49	-1842.346	-1835.573	-830.174	1877.622	-2290.501	1104.079
50	-1841.121	-1835.269	-833.461	1877.894	-2290.280	1104.071
51	-1840.378	-1834.526	-835.897	1878.281	-2289.550	1104.243
52	-1841.025	-1834.018	-834.283	1878.703	-2289.016	1104.317
53	-1841.779	-1834.143	-831.640	1878.689	-2289.298	1104.123
54	-1841.690	-1834.830	-831.752	1878.037	-2290.116	1103.740
55	-1841.335	-1835.458	-833.623	1877.319	-2290.876	1103.430
56	-1841.310	-1835.500	-834.079	1877.015	-2291.264	1103.505
57	-1841.294	-1835.079	-833.216	1876.964	-2291.316	1103.975
58	-1840.819	-1834.512	-833.822	1877.129	-2291.258	1104.553
59	-1840.210	-1834.092	-835.922	1877.629	-2291.269	1105.002
60	-1840.274	-1834.256	-836.245	1878.062	-2291.430	1105.043
61	-1841.332	-1835.044	-833.648	1877.902	-2291.653	1104.453
62	-1842.460	-1835.704	-831.020	1877.318	-2291.821	1103.621
63	-1842.424	-1835.640	-831.314	1877.056	-2291.842	1103.241
64	-1841.589	-1834.960	-833.768	1877.399	-2291.452	1103.529
65	-1841.125	-1834.213	-835.097	1877.765	-2290.502	1104.058
66	-1841.346	-1834.036	-834.085	1877.676	-2289.467	1104.122
67	-1841.337	-1834.626	-832.968	1877.356	-2289.107	1103.497
68	-1841.054	-1835.281	-832.928	1877.432	-2289.759	1102.838
69	-1841.613	-1835.222	-832.327	1878.137	-2290.989	1103.012
70	-1842.519	-1834.658	-830.829	1878.767	-2291.898	1103.839
71	-1842.360	-1834.303	-830.640	1878.553	-2291.984	1104.398
72	-1841.299	-1834.365	-832.657	1877.774	-2291.307	1104.573
73	-1840.289	-1834.612	-835.119	1877.404	-2290.325	1104.878
74	-1840.020	-1834.992	-835.887	1877.757	-2289.718	1105.205
75	-1840.623	-1835.343	-834.435	1878.204	-2289.749	1104.833
76	-1841.285	-1835.208	-832.576	1878.268	-2290.021	1103.789
77	-1841.391	-1834.651	-832.327	1877.910	-2290.327	1103.090
