Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1841.896	-1834.423	-834.396	1875.731	-2285.947	1103.852
1	-1841.779	-1834.162	-833.497	1875.929	-2285.846	1103.543
2	-1841.264	-1834.808	-834.642	1875.876	-2285.786	1103.282
3	-1840.500	-1835.657	-836.631	1875.799	-2285.593	1103.528
4	-1840.186	-1835.786	-837.384	1875.718	-2285.232	1104.012
5	-1840.298	-1835.409	-836.839	1875.724	-2285.148	1104.155
6	-1840.397	-1835.043	-835.400	1875.982	-2285.195	1103.888
7	-1840.954	-1834.815	-833.228	1876.226	-2284.715	1103.278
8	-1841.771	-1834.983	-831.399	1876.075	-2283.858	1102.412
9	-1842.002	-1835.784	-830.717	1875.724	-2283.548	1101.809
10	-1841.822	-1836.475	-830.698	1875.764	-2283.831	1102.188
11	-1841.664	-1835.990	-830.953	1876.340	-2283.855	1103.604
12	-1841.447	-1834.661	-831.432	1876.852	-2283.584	1105.045
13	-1841.678	-1833.888	-831.433	1876.947	-2283.684	1105.404
14	-1842.863	-1834.191	-830.532	1876.928	-2284.321	1104.764
15	-1843.866	-1835.049	-829.797	1877.006	-2284.883	1104.081
16	-1843.656	-1835.911	-830.375	1876.930	-2284.884	1103.786
17	-1842.541	-1836.176	-831.949	1876.602	-2284.618	1103.609
18	-1840.972	-1835.391	-833.783	1876.284	-2284.476	1103.571
19	-1839.695	-1834.206	-835.713	1876.093	-2284.513	1104.118
20	-1839.064	-1833.884	-837.433	1875.967	-2284.933	1104.951
21	-1839.109	-1834.668	-838.233	1876.057	-2285.626	1105.205
22	-1840.282	-1835.713	-837.747	1876.421	-2285.738	1104.900
23	-1841.744	-1836.203	-836.212	1876.647	-2285.003	1104.623
24	-1842.055	-1835.963	-834.774	1876.348	-2284.207	1104.553
25	-1841.493	-1835.183	-834.589	1875.724	-2284.010	1104.616
26	-1840.882	-1834.354	-835.383	1875.276	-2284.365	1104.698
27	-1840.436	-1834.293	-836.128	1875.340	-2284.986	1104.690
28	-1840.371	-1835.119	-835.814	1875.762	-2285.434	1104.589
29	-1840.941	-1835.944	-833.885	1876.219	-2285.245	1104.337
30	-1841.485	-1835.991	-831.567	1876.618	-2284.579	1103.857
31	-1841.043	-1835.289	-830.855	1876.897	-2284.093	1103.323
32	-1840.267	-1834.500	-831.807	1877.084	-2283.961	1103.205
33	-1840.301	-1834.355	-832.558	1877.139	-2283.827	1103.578
34	-1840.825	-1835.055	-831.800	1876.976	-2283.706	1103.864
35	-1841.003	-1835.870	-830.314	1876.860	-2283.962	1103.763
36	-1840.919	-1835.811	-829.739	1877.092	-2284.482	1103.680
