Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1841.499	-1834.751	-832.786	1863.424	-2307.291	1101.855
1	-1841.477	-1834.401	-833.568	1863.030	-2307.455	1102.187
2	-1841.076	-1834.235	-834.491	1862.673	-2307.674	1102.822
3	-1840.615	-1834.534	-834.665	1862.479	-2307.505	1103.202
4	-1840.271	-1835.047	-834.066	1862.362	-2307.029	1103.190
5	-1840.272	-1835.201	-833.458	1862.278	-2306.791	1103.079
6	-1840.807	-1834.767	-833.152	1862.262	-2306.794	1103.051
7	-1841.458	-1834.191	-832.902	1862.175	-2306.612	1102.969
8	-1841.669	-1834.135	-832.544	1861.909	-2306.499	1102.603
9	-1841.383	-1834.675	-832.359	1861.659	-2306.865	1102.101
10	-1840.840	-1835.103	-832.783	1861.673	-2307.363	1101.847
11	-1840.539	-1834.884	-833.380	1861.967	-2307.234	1101.927
12	-1840.832	-1834.317	-833.101	1862.176	-2306.485	1102.095
13	-1841.394	-1834.006	-831.798	1861.964	-2305.975	1102.327
14	-1841.703	-1834.217	-830.617	1861.486	-2306.167	1102.822
15	-1841.710	-1834.742	-830.912	1861.127	-2306.591	1103.534
16	-1841.593	-1835.036	-832.413	1861.072	-2306.891	1104.143
17	-1841.345	-1834.857	-833.329	1861.212	-2307.269	1104.296
18	-1840.994	-1834.595	-833.303	1861.363	-2307.736	1103.662
19	-1840.540	-1834.519	-833.555	1861.529	-2307.859	1102.326
20	-1840.090	-1834.554	-834.048	1861.694	-2307.341	1101.056
21	-1840.296	-1834.623	-833.900	1861.695	-2306.594	1100.763
22	-1841.138	-1834.831	-833.261	1861.530	-2306.270	1101.630
23	-1841.538	-1835.074	-833.123	1861.375	-2306.370	1102.929
24	-1841.227	-1834.933	-834.164	1861.151	-2306.523	1103.621
25	-1840.931	-1834.308	-835.325	1860.675	-2306.615	1103.090
26	-1841.030	-1833.788	-834.892	1860.267	-2306.730	1101.913
27	-1841.424	-1834.014	-833.084	1860.454	-2306.820	1101.472
28	-1841.759	-1834.709	-831.657	1861.113	-2306.816	1102.370
29	-1841.620	-1834.962	-831.584	1861.630	-2306.815	1104.030
30	-1841.311	-1834.559	-832.102	1861.628	-2306.827	1105.697
31	-1841.381	-1834.227	-832.217	1861.227	-2306.727	1106.822
32	-1841.448	-1834.499	-832.264	1860.947	-2306.446	1106.953
33	-1840.852	-1835.015	-832.712	1861.065	-2306.004	1105.811
34	-1840.152	-1835.122	-832.946	1861.364	-2305.550	1103.306
35	-1840.257	-1834.631	-832.377	1861.522	-2305.280	1100.288
36	-1840.932	-1834.182	-831.398	1861.276	-2305.286	1098.538
37	-1841.327	-1834.349	-831.265	1860.843	-2305.454	1099.250
