Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1840.881	-1835.121	-834.754	1875.179	-2292.916	1101.236
1	-1842.095	-1835.467	-831.959	1876.099	-2292.031	1100.988
2	-1842.635	-1835.047	-831.863	1876.742	-2292.299	1100.891
3	-1841.956	-1834.702	-834.138	1876.844	-2293.435	1100.945
4	-1841.575	-1834.929	-834.646	1876.641	-2294.677	1101.073
5	-1842.273	-1835.320	-832.101	1876.137	-2295.408	1100.822
6	-1842.547	-1835.283	-830.224	1875.441	-2295.244	1100.019
7	-1841.540	-1834.828	-831.986	1874.936	-2294.317	1099.367
8	-1840.447	-1834.437	-834.993	1874.923	-2293.264	1099.695
9	-1840.378	-1834.475	-835.217	1875.241	-2292.869	1100.726
10	-1840.757	-1834.748	-833.071	1875.388	-2293.272	1101.268
11	-1840.830	-1834.797	-832.180	1875.100	-2293.656	1100.706
12	-1841.021	-1834.656	-833.194	1874.437	-2293.321	1099.855
13	-1841.533	-1834.749	-833.369	1873.929	-2292.770	1099.895
14	-1841.975	-1835.085	-832.007	1874.220	-2292.798	1100.807
15	-1841.999	-1835.078	-831.861	1875.004	-2293.107	1101.809
16	-1841.359	-1834.600	-834.247	1875.275	-2292.912	1102.493
17	-1840.851	-1834.424	-836.264	1874.859	-2292.548	1102.639
18	-1841.516	-1834.947	-834.809	1874.435	-2292.961	1102.179
19	-1842.621	-1835.462	-831.406	1874.478	-2294.060	1101.433
20	-1842.698	-1835.240	-830.339	1874.796	-2294.894	1100.905
21	-1841.694	-1834.558	-832.712	1875.009	-2294.918	1101.023
22	-1840.690	-1834.187	-835.269	1874.975	-2294.412	1101.776
23	-1840.257	-1834.380	-835.456	1874.864	-2293.721	1102.582
24	-1840.261	-1834.786	-834.425	1874.985	-2293.145	1102.833
25	-1840.711	-1834.971	-833.899	1875.458	-2293.021	1102.438
26	-1841.633	-1834.854	-833.220	1875.862	-2293.318	1101.848
27	-1842.466	-1834.705	-831.547	1875.812	-2293.623	1101.500
28	-1842.479	-1834.707	-830.335	1875.530	-2293.686	1101.596
29	-1841.650	-1834.663	-831.513	1875.436	-2293.731	1102.244
30	-1840.856	-1834.420	-834.243	1875.738	-2293.893	1103.332
31	-1840.909	-1834.397	-835.438	1876.230	-2293.886	1104.221
32	-1841.455	-1834.924	-833.927	1876.661	-2293.471	1104.127
33	-1841.651	-1835.439	-831.895	1876.721	-2292.876	1103.038
34	-1841.404	-1835.240	-831.574	1876.169	-2292.585	1101.813
35	-1841.155	-1834.550	-832.608	1875.494	-2292.748	1101.500
36	-1840.966	-1834.175	-833.455	1875.306	-2293.132	1102.357
37	-1840.553	-1834.464	-833.942	1875.414	-2293.570	1103.489
38	-1840.114	-1835.022	-834.780	1875.306	-2293.818	1104.001
39	-1840.179	-1835.208	-835.325	1875.159	-2293.642	1103.761
40	-1840.859	-1834.811	-834.116	1875.439	-2293.308	1103.006
41	-1841.835	-1834.342	-831.759	1875.974	-2293.127	1102.103
42	-1842.382	-1834.367	-830.903	1876.531	-2293.104	1101.741
43	-1842.044	-1834.752	-832.492	1877.178	-2293.064	1102.468
44	-1841.447	-1834.941	-834.364	1877.440	-2292.884	1103.760
45	-1841.225	-1834.699	-834.430	1876.683	-2292.675	1104.535
46	-1841.257	-1834.409	-832.995	1875.694	-2292.689	1104.524
47	-1841.286	-1834.515	-831.892	1875.753	-2292.915	1104.126
48	-1841.387	-1834.775	-831.991	1876.542	-2293.077	1103.641
49	-1841.559	-1834.783	-832.201	1876.986	-2292.882	1103.245
50	-1841.455	-1834.628	-831.852	1877.062	-2292.451	1102.893
51	-1840.831	-1834.537	-832.366	1877.135	-2292.235	1102.551
52	-1840.126	-1834.536	-833.981	1876.814	-2292.366	1102.370
53	-1840.148	-1834.518	-834.607	1875.985	-2292.495	1102.348
54	-1840.973	-1834.490	-833.536	1875.575	-2292.396	1102.371
55	-1841.786	-1834.525	-832.360	1876.105	-2292.198	1102.287
56	-1842.120	-1834.726	-832.362	1876.864	-2292.049	1101.897
57	-1842.162	-1834.965	-832.969	1876.891	-2291.840	1101.434
58	-1841.958	-1834.833	-832.976	1876.211	-2291.441	1101.488
59	-1841.557	-1834.330	-832.611	1875.734	-2291.084	1102.243
60	-1841.169	-1834.147	-833.243	1875.854	-2291.023	1102.996
61	-1840.631	-1834.599	-834.881	1876.264	-2291.033	1102.890
62	-1840.232	-1834.992	-835.433	1876.596	-2290.654	1102.051
63	-1840.492	-1834.713	-833.614	1876.811	-2289.914	1101.269
64	-1841.079	-1834.170	-831.556	1877.076	-2289.240	1101.023
65	-1841.137	-1834.145	-832.045	1877.209	-2288.954	1101.053
66	-1840.711	-1834.638	-833.893	1876.858	-2289.087	1100.974
67	-1840.598	-1834.961	-834.239	1876.197	-2289.476	1100.889
68	-1841.031	-1834.802	-832.996	1876.112	-2290.109	1101.033
69	-1841.614	-1834.498	-831.943	1877.075	-2290.962	1101.327
70	-1841.944	-1834.434	-831.835	1878.088	-2291.502	1101.423
71	-1841.774	-1834.639	-831.994	1877.964	-2291.133	1101.300
72	-1841.344	-1834.829	-831.968	1877.216	-2290.149	1101.383
73	-1841.066	-1834.735	-832.317	1877.195	-2289.461	1101.812
74	-1840.987	-1834.544	-833.394	1877.950	-2289.626	1102.290
75	-1840.816	-1834.549	-834.501	1878.192	-2290.421	1102.395
76	-1840.496	-1834.646	-834.249	1877.279	-2291.218	1101.926
77	-1840.373	-1834.452	-832.769	1876.164	-2291.576	1101.197
78	-1840.650	-1834.035	-832.139	1876.078	-2291.434	1100.744
79	-1840.894	-1834.141	-833.176	1877.259	-2290.969	1100.811
80	-1840.824	-1834.919	-834.503	1878.730	-2290.683	1101.297
81	-1840.699	-1835.306	-834.931	1879.266	-2290.997	1101.961
82	-1841.064	-1834.683	-834.154	1878.673	-2291.631	1102.263
83	-1841.966	-1833.887	-832.688	1877.465	-2292.066	1101.836
84	-1842.534	-1833.914	-831.853	1876.244	-2292.138	1101.078
85	-1842.375	-1834.750	-831.881	1875.676	-2291.931	1100.726
86	-1842.036	-1835.474	-831.958	1875.936	-2291.675	1100.843
87	-1841.795	-1835.404	-832.242	1876.478	-2291.670	1101.065
88	-1841.223	-1834.706	-833.059	1876.815	-2291.924	1101.319
89	-1840.316	-1834.005	-833.589	1876.990	-2292.197	1101.335
90	-1839.688	-1833.899	-833.463	1877.072	-2292.239	1100.715
91	-1839.985	-1834.303	-833.044	1877.087	-2291.965	1099.914
92	-1840.915	-1834.676	-832.377	1877.440	-2291.651	1099.987
93	-1841.595	-1834.862	-831.778	1878.264	-2291.672	1100.946
94	-1841.311	-1834.934	-832.286	1878.690	-2291.954	1101.915
95	-1840.554	-1834.822	-833.781	1878.102	-2292.264	1102.557
96	-1840.724	-1834.394	-834.585	1877.227	-2292.428	1102.930
97	-1841.751	-1833.978	-833.914	1876.683	-2292.308	1102.792
98	-1842.420	-1834.169	-832.805	1876.221	-2292.154	1102.136
99	-1842.356	-1834.964	-831.857	1875.883	-2292.263	1101.532
100	-1841.998	-1835.510	-831.334	1876.112	-2292.455	1101.414
101	-1841.385	-1835.184	-832.463	1876.976	-2292.528	1101.625
102	-1840.412	-1834.303	-834.852	1878.092	-2292.639	1101.813
103	-1839.511	-1833.726	-836.156	1878.924	-2292.713	1101.867
104	-1839.511	-1833.997	-835.274	1878.862	-2292.552	1101.679
105	-1840.408	-1834.752	-833.230	1877.909	-2292.296	1101.066
106	-1841.321	-1835.069	-831.717	1877.091	-2292.059	1100.204
107	-1841.583	-1834.714	-831.698	1877.263	-2291.783	1099.683
108	-1841.321	-1834.538	-832.544	1877.939	-2291.381	1099.846
109	-1841.028	-1835.010	-833.309	1878.102	-2290.748	1100.436
110	-1840.936	-1835.360	-833.832	1877.747	-2290.052	1100.926
111	-1841.288	-1834.805	-833.856	1877.594	-2289.712	1100.797
112	-1841.759	-1834.036	-833.203	1877.774	-2289.852	1099.959
113	-1841.850	-1834.169	-832.017	1877.873	-2290.153	1099.037
114	-1841.835	-1834.962	-830.954	1877.609	-2290.505	1098.857
115	-1841.678	-1835.286	-831.361	1877.029	-2290.989	1099.530
116	-1841.002	-1834.820	-833.645	1876.555	-2291.345	1100.524
117	-1840.463	-1834.181	-835.300	1876.308	-2291.380	1101.333
118	-1840.667	-1833.935	-834.248	1875.859	-2291.354	1101.467
119	-1840.966	-1834.181	-832.653	1875.230	-2291.517	1100.614
120	-1840.764	-1834.506	-833.147	1875.180	-2291.836	1099.334
121	-1840.559	-1834.478	-834.505	1875.886	-2292.092	1098.498
122	-1840.962	-1834.309	-834.377	1876.452	-2291.961	1098.316
123	-1841.621	-1834.555	-833.078	1876.359	-2291.556	1098.487
124	-1841.997	-1835.076	-832.653	1875.989	-2291.539	1098.863
125	-1842.031	-1835.097	-833.393	1875.844	-2291.893	1099.440
126	-1842.309	-1834.641	-833.037	1875.980	-2291.884	1099.913
127	-1842.889	-1834.449	-831.025	1876.145	-2291.391	1100.013
