Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1843.064	-1834.385	-832.351	1876.007	-2293.575	1101.052
1	-1843.750	-1833.997	-830.380	1876.390	-2293.742	1100.814
2	-1842.486	-1834.267	-830.804	1876.314	-2293.603	1101.043
3	-1840.601	-1834.998	-833.370	1876.193	-2293.440	1101.835
4	-1839.747	-1835.308	-835.901	1876.186	-2293.460	1102.701
5	-1839.787	-1834.735	-836.301	1876.119	-2293.713	1103.322
6	-1839.852	-1833.882	-834.449	1876.135	-2293.870	1103.727
7	-1839.973	-1833.553	-832.099	1876.446	-2293.631	1103.561
8	-1840.725	-1833.871	-830.932	1876.979	-2293.161	1102.505
9	-1841.651	-1834.467	-831.230	1877.589	-2292.906	1101.364
10	-1841.914	-1834.954	-832.141	1877.991	-2293.201	1101.468
11	-1841.607	-1834.957	-833.050	1877.980	-2293.675	1102.922
12	-1841.700	-1834.531	-833.240	1877.780	-2293.662	1104.417
13	-1842.402	-1834.290	-832.389	1877.582	-2293.196	1104.697
14	-1842.987	-1834.506	-831.316	1877.425	-2292.890	1103.752
15	-1842.882	-1834.843	-830.862	1877.488	-2292.967	1102.585
16	-1842.194	-1834.950	-831.272	1877.669	-2292.920	1102.060
17	-1841.456	-1834.923	-832.649	1877.685	-2292.401	1102.326
18	-1840.769	-1834.789	-834.260	1877.483	-2291.682	1102.923
19	-1840.055	-1834.411	-834.948	1877.091	-2291.274	1103.032
20	-1839.637	-1834.092	-834.763	1876.663	-2291.422	1102.223
21	-1839.892	-1834.224	-834.382	1876.581	-2291.910	1101.073
22	-1840.849	-1834.651	-833.932	1876.938	-2292.415	1100.487
23	-1841.669	-1834.915	-833.532	1877.327	-2292.793	1100.643
24	-1841.585	-1834.864	-833.501	1877.419	-2292.957	1101.166
25	-1841.379	-1834.597	-833.611	1877.321	-2292.816	1101.731
26	-1841.651	-1834.302	-833.642	1877.246	-2292.476	1101.958
27	-1841.941	-1834.333	-833.604	1877.099	-2292.394	1101.681
28	-1841.885	-1834.705	-833.230	1876.737	-2292.733	1101.238
29	-1841.866	-1834.902	-832.245	1876.527	-2292.845	1100.946
30	-1842.112	-1834.762	-831.273	1876.933	-2292.451	1100.855
31	-1842.029	-1834.689	-831.198	1877.697	-2292.157	1101.117
32	-1841.150	-1834.724	-831.981	1878.150	-2292.210	1102.050
33	-1840.058	-1834.582	-832.940	1878.042	-2292.239	1103.518
34	-1839.650	-1834.438	-833.470	1877.663	-2292.027	1104.448
35	-1839.998	-1834.607	-833.344	1877.167	-2291.747	1103.927
36	-1840.609	-1834.914	-832.877	1876.519	-2291.598	1102.663
37	-1841.113	-1835.030	-832.699	1876.017	-2291.636	1102.037
38	-1841.379	-1834.919	-832.994	1876.003	-2291.738	1102.222
39	-1841.705	-1834.751	-833.185	1876.322	-2291.780	1102.405
40	-1842.254	-1834.639	-833.098	1876.597	-2291.893	1102.232
41	-1842.478	-1834.679	-833.343	1876.691	-2292.239	1101.971
42	-1842.135	-1834.834	-833.988	1876.689	-2292.624	1101.611
43	-1841.746	-1834.800	-834.286	1876.682	-2292.876	1100.878
44	-1841.690	-1834.400	-833.805	1876.839	-2293.182	1099.984
45	-1841.616	-1834.001	-832.905	1877.178	-2293.545	1099.636
46	-1841.014	-1833.975	-832.499	1877.287	-2293.804	1100.162
47	-1840.165	-1834.153	-833.215	1876.946	-2294.067	1100.959
48	-1839.735	-1834.243	-834.318	1876.568	-2294.542	1101.321
49	-1839.770	-1834.326	-834.635	1876.570	-2294.969	1101.107
50	-1840.024	-1834.526	-833.920	1876.798	-2294.828	1100.567
51	-1840.541	-1834.743	-832.665	1876.974	-2294.196	1100.247
52	-1841.410	-1834.880	-831.444	1877.144	-2293.767	1100.635
53	-1842.301	-1835.018	-830.850	1877.424	-2293.792	1101.486
54	-1842.663	-1835.209	-831.194	1877.561	-2293.718	1102.057
55	-1842.479	-1835.347	-831.990	1877.272	-2293.312	1102.056
56	-1842.065	-1835.267	-832.712	1876.709	-2293.015	1101.615
57	-1841.701	-1834.989	-833.200	1876.366	-2293.064	1100.929
58	-1841.492	-1834.778	-833.189	1876.593	-2293.334	1100.371
59	-1841.279	-1834.693	-832.907	1877.138	-2293.717	1100.293
60	-1840.962	-1834.582	-833.244	1877.503	-2294.100	1100.812
61	-1840.691	-1834.481	-834.338	1877.513	-2294.433	1101.473
62	-1840.501	-1834.477	-835.246	1877.223	-2294.809	1101.531
63	-1840.404	-1834.477	-835.392	1876.681	-2295.332	1100.955
64	-1840.512	-1834.435	-834.893	1875.994	-2295.580	1100.485
65	-1840.865	-1834.468	-834.063	1875.577	-2294.918	1100.448
66	-1841.517	-1834.447	-833.329	1875.801	-2293.610	1100.485
67	-1842.294	-1834.349	-832.867	1876.404	-2292.978	1100.238
68	-1842.471	-1834.516	-832.482	1876.761	-2293.665	1099.792
69	-1841.741	-1834.875	-832.112	1876.607	-2294.523	1099.617
70	-1841.086	-1834.933	-832.102	1876.263	-2294.380	1099.881
71	-1840.986	-1834.582	-832.717	1876.275	-2293.615	1100.146
72	-1840.891	-1834.365	-833.020	1876.550	-2293.271	1099.816
73	-1840.605	-1834.637	-832.229	1876.509	-2293.562	1099.086
74	-1840.432	-1834.984	-831.347	1876.007	-2293.991	1098.839
75	-1840.298	-1834.870	-831.687	1875.491	-2294.283	1099.558
76	-1840.049	-1834.381	-833.064	1875.396	-2294.422	1100.795
77	-1840.109	-1834.013	-834.082	1875.654	-2294.392	1101.566
78	-1840.613	-1834.120	-834.040	1875.950	-2294.285	1101.379
79	-1841.207	-1834.675	-833.645	1875.939	-2294.243	1100.795
80	-1841.950	-1835.212	-833.822	1875.687	-2294.353	1100.510
81	-1842.713	-1834.958	-834.035	1875.671	-2294.492	1100.535
82	-1842.946	-1834.051	-833.131	1875.931	-2294.489	1100.592
83	-1842.767	-1833.652	-831.781	1876.174	-2294.411	1100.666
