Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1841.020	-1834.069	-831.168	1874.801	-2298.424	1092.166
1	-1841.152	-1833.860	-832.032	1874.740	-2298.198	1091.959
2	-1841.408	-1833.522	-831.839	1874.764	-2297.996	1091.783
3	-1841.505	-1833.126	-831.781	1874.861	-2298.178	1091.615
4	-1841.081	-1833.077	-832.108	1875.111	-2298.748	1091.477
5	-1840.506	-1833.510	-832.543	1875.402	-2299.138	1091.558
6	-1840.379	-1833.755	-833.007	1875.307	-2298.863	1092.031
7	-1840.591	-1833.317	-833.434	1874.766	-2298.124	1092.513
8	-1840.669	-1832.770	-834.219	1874.326	-2297.578	1092.329
9	-1840.465	-1832.807	-835.224	1874.193	-2297.638	1091.512
10	-1840.418	-1833.291	-835.426	1873.987	-2298.108	1090.679
11	-1840.727	-1833.812	-834.634	1873.610	-2298.273	1090.149
12	-1840.951	-1834.292	-833.968	1873.416	-2297.671	1089.984
13	-1840.822	-1834.561	-834.146	1873.483	-2296.687	1090.216
14	-1840.743	-1834.384	-834.239	1873.433	-2295.926	1090.714
15	-1840.899	-1833.957	-833.077	1873.191	-2295.820	1091.121
16	-1840.895	-1833.806	-831.478	1873.197	-2296.532	1091.047
17	-1840.746	-1834.083	-831.059	1873.467	-2297.465	1090.502
18	-1840.722	-1834.407	-831.138	1873.507	-2297.627	1090.129
19	-1840.784	-1834.480	-830.372	1873.248	-2296.919	1090.359
20	-1840.805	-1834.234	-829.593	1873.170	-2296.225	1090.842
21	-1840.636	-1833.683	-829.987	1873.314	-2296.242	1091.252
22	-1840.211	-1833.134	-831.221	1873.226	-2296.790	1091.624
23	-1839.852	-1832.999	-832.149	1872.925	-2297.112	1091.698
24	-1839.969	-1833.246	-832.126	1872.957	-2296.900	1091.157
25	-1840.416	-1833.392	-831.760	1873.395	-2296.721	1090.315
26	-1840.840	-1833.192	-831.997	1873.803	-2297.161	1089.747
27	-1841.418	-1833.021	-832.665	1873.930	-2298.061	1089.773
28	-1842.045	-1833.188	-832.975	1873.773	-2298.776	1090.177
29	-1842.033	-1833.539	-833.258	1873.512	-2298.912	1090.551
30	-1841.466	-1833.853	-834.370	1873.300	-2298.457	1090.804
31	-1840.959	-1833.983	-835.801	1873.244	-2297.767	1090.890
32	-1840.699	-1833.785	-836.052	1873.456	-2297.372	1090.699
33	-1840.455	-1833.486	-834.839	1873.842	-2297.493	1090.469
34	-1840.088	-1833.623	-833.648	1874.106	-2297.815	1090.785
35	-1839.730	-1834.177	-833.458	1874.154	-2297.690	1091.781
