Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1840.500	-1833.572	-833.107	1879.992	-2286.240	1090.798
1	-1840.692	-1833.447	-833.003	1880.559	-2286.145	1090.915
2	-1840.873	-1833.297	-832.011	1880.544	-2286.044	1091.205
3	-1840.850	-1833.163	-831.484	1880.224	-2286.071	1091.546
4	-1840.766	-1833.222	-832.136	1880.229	-2285.961	1091.869
5	-1840.811	-1833.547	-832.926	1880.652	-2285.605	1092.332
6	-1840.977	-1833.772	-832.963	1880.998	-2285.610	1092.921
7	-1841.021	-1833.718	-832.779	1880.604	-2286.288	1093.104
8	-1840.627	-1833.621	-833.334	1879.792	-2286.905	1092.514
9	-1840.054	-1833.730	-834.198	1879.493	-2286.782	1091.640
10	-1840.146	-1833.937	-833.876	1879.839	-2286.263	1091.336
11	-1841.004	-1833.921	-832.514	1880.377	-2285.992	1091.784
12	-1841.549	-1833.709	-831.993	1880.775	-2286.212	1092.402
13	-1840.863	-1833.690	-833.291	1880.833	-2286.615	1092.770
14	-1839.768	-1834.054	-834.940	1880.596	-2286.836	1092.925
15	-1839.761	-1834.463	-834.850	1880.337	-2286.868	1093.045
16	-1840.447	-1834.383	-833.482	1880.237	-2286.743	1093.272
17	-1840.662	-1833.880	-832.614	1880.290	-2286.464	1093.441
18	-1840.521	-1833.321	-832.536	1880.319	-2286.193	1093.281
19	-1840.245	-1832.910	-832.862	1880.161	-2286.176	1093.032
20	-1840.131	-1833.015	-833.342	1879.844	-2286.546	1093.083
21	-1840.322	-1833.721	-833.422	1879.594	-2286.988	1093.223
22	-1840.426	-1834.211	-832.929	1879.590	-2287.031	1093.022
23	-1840.432	-1833.976	-832.126	1879.640	-2286.718	1092.540
24	-1840.766	-1833.418	-831.500	1879.629	-2286.409	1092.189
25	-1840.988	-1833.071	-832.070	1879.728	-2286.409	1092.125
26	-1840.495	-1833.187	-833.531	1879.844	-2286.749	1092.226
27	-1839.982	-1833.765	-834.138	1879.741	-2287.000	1092.329
28	-1840.290	-1834.398	-833.370	1879.490	-2286.796	1092.361
29	-1840.908	-1834.326	-832.260	1879.217	-2286.501	1092.363
30	-1841.138	-1833.639	-831.990	1879.008	-2286.835	1092.244
31	-1840.865	-1833.368	-833.101	1879.131	-2287.710	1091.953
32	-1840.211	-1833.915	-834.519	1879.540	-2288.228	1091.845
33	-1839.812	-1834.581	-834.861	1879.777	-2288.072	1092.298
34	-1839.940	-1834.542	-834.500	1879.687	-2287.656	1092.921
35	-1839.969	-1833.784	-834.044	1879.582	-2287.298	1093.004
36	-1839.944	-1833.059	-833.443	1879.658	-2287.123	1092.698
37	-1840.336	-1833.054	-832.935	1879.811	-2287.092	1092.538
38	-1840.698	-1833.660	-832.824	1879.759	-2286.971	1092.621
39	-1840.642	-1834.107	-832.665	1879.500	-2286.745	1092.901
40	-1840.498	-1833.870	-832.003	1879.341	-2286.661	1093.306
41	-1840.496	-1833.210	-831.471	1879.356	-2286.697	1093.462
42	-1840.562	-1832.767	-831.666	1879.454	-2286.692	1092.987
43	-1840.306	-1832.834	-832.470	1879.429	-2286.642	1092.060
44	-1839.858	-1833.370	-833.403	1879.089	-2286.617	1091.292
45	-1840.232	-1834.160	-833.386	1878.653	-2286.447	1091.144
46	-1841.665	-1834.710	-831.834	1878.605	-2285.959	1091.634
47	-1842.963	-1834.572	-830.074	1879.009	-2285.495	1092.354
48	-1842.985	-1833.878	-829.616	1879.497	-2285.493	1092.713
49	-1841.704	-1833.211	-830.863	1879.815	-2285.774	1092.407
50	-1840.156	-1833.142	-833.469	1879.962	-2285.838	1091.911
51	-1839.356	-1833.802	-835.582	1879.899	-2285.693	1091.888
52	-1839.576	-1834.673	-835.258	1879.539	-2285.724	1092.078
53	-1840.411	-1834.878	-833.217	1879.056	-2285.984	1091.804
54	-1841.202	-1834.111	-831.369	1878.930	-2286.186	1091.276
55	-1841.462	-1833.038	-831.009	1879.397	-2286.116	1091.331
56	-1840.850	-1832.708	-832.316	1879.867	-2285.828	1091.948
57	-1839.611	-1833.323	-834.269	1879.547	-2285.508	1092.448
58	-1839.196	-1834.001	-835.486	1878.518	-2285.362	1092.473
59	-1840.154	-1834.061	-834.962	1877.758	-2285.538	1091.732
60	-1841.546	-1833.778	-832.616	1877.996	-2285.775	1090.433
61	-1842.435	-1833.540	-830.304	1878.811	-2285.520	1089.536
62	-1842.448	-1833.475	-829.986	1879.508	-2284.804	1089.634
63	-1842.182	-1833.762	-831.104	1879.916	-2284.219	1090.419
64	-1842.387	-1834.170	-831.904	1880.125	-2283.903	1091.169
65	-1842.487	-1834.107	-832.105	1880.097	-2283.732	1091.394
66	-1841.879	-1833.686	-832.122	1879.790	-2283.977	1090.949
67	-1841.070	-1833.552	-831.964	1879.445	-2284.663	1089.992
68	-1840.632	-1833.970	-831.769	1879.382	-2285.347	1089.006
69	-1840.487	-1834.565	-831.820	1879.405	-2285.847	1088.608
70	-1840.275	-1834.801	-832.388	1879.199	-2286.090	1089.086
71	-1840.174	-1834.392	-833.441	1879.232	-2285.991	1090.145
72	-1840.316	-1833.605	-834.251	1879.821	-2285.883	1091.145
73	-1840.327	-1833.146	-834.176	1880.347	-2286.086	1091.479
74	-1840.317	-1833.448	-833.583	1880.516	-2286.341	1091.046
75	-1840.737	-1834.107	-833.058	1880.726	-2286.240	1090.371
76	-1841.490	-1834.388	-832.651	1880.908	-2286.039	1089.874
77	-1842.063	-1834.111	-832.297	1880.746	-2286.308	1089.698
78	-1842.108	-1833.752	-831.877	1880.441	-2286.852	1089.930
79	-1841.386	-1833.563	-831.955	1880.415	-2286.821	1090.527
80	-1840.541	-1833.517	-832.978	1880.756	-2285.999	1091.178
81	-1840.486	-1833.670	-833.776	1881.165	-2285.045	1091.306
82	-1840.888	-1833.738	-832.914	1881.327	-2284.363	1090.545
83	-1840.968	-1833.413	-831.164	1881.201	-2283.934	1089.238
84	-1840.717	-1833.027	-830.478	1881.036	-2283.808	1088.260
85	-1840.484	-1833.235	-831.155	1880.966	-2284.172	1088.045
86	-1840.723	-1834.039	-831.696	1880.849	-2284.991	1088.266
87	-1841.279	-1834.608	-831.310	1880.665	-2285.742	1088.676
88	-1841.344	-1834.427	-831.254	1880.611	-2286.008	1089.117
89	-1840.783	-1833.802	-832.503	1880.662	-2285.886	1089.372
90	-1840.439	-1833.428	-833.725	1880.629	-2285.466	1089.563
91	-1840.931	-1833.751	-833.479	1880.474	-2284.775	1089.898
92	-1841.821	-1834.591	-832.253	1880.245	-2284.066	1090.404
93	-1842.280	-1835.196	-831.534	1880.150	-2283.838	1090.967
94	-1842.038	-1834.976	-832.167	1880.366	-2284.394	1091.266
95	-1841.306	-1834.208	-833.354	1880.461	-2285.211	1091.019
96	-1840.386	-1833.654	-834.104	1880.142	-2285.453	1090.626
97	-1839.687	-1833.570	-834.614	1880.006	-2284.957	1090.614
98	-1839.609	-1833.652	-834.926	1880.373	-2284.293	1090.740
99	-1840.327	-1833.752	-834.329	1880.750	-2284.051	1090.504
100	-1841.091	-1833.818	-832.828	1880.722	-2284.418	1089.935
101	-1841.381	-1833.626	-831.299	1880.474	-2284.861	1089.587
102	-1841.631	-1833.212	-830.691	1880.448	-2284.643	1089.835
103	-1841.955	-1833.002	-831.336	1880.705	-2283.934	1090.244
104	-1841.926	-1833.228	-832.434	1880.820	-2283.520	1090.184
105	-1841.841	-1833.585	-832.788	1880.727	-2283.716	1089.881
106	-1841.775	-1833.806	-832.151	1880.735	-2284.260	1089.972
107	-1841.476	-1833.974	-831.193	1880.868	-2284.710	1090.484
108	-1841.344	-1834.012	-830.887	1880.907	-2284.755	1090.947
109	-1841.298	-1833.747	-831.536	1880.738	-2284.605	1090.985
110	-1840.732	-1833.455	-832.415	1880.521	-2284.717	1090.801
111	-1839.970	-1833.690	-833.035	1880.498	-2285.140	1090.842
112	-1839.494	-1834.349	-833.742	1880.511	-2285.521	1090.990
113	-1839.186	-1834.651	-834.777	1880.029	-2285.561	1091.027
114	-1839.355	-1834.302	-835.384	1879.350	-2285.233	1091.083
115	-1840.133	-1833.765	-834.605	1879.394	-2284.749	1090.978
116	-1841.126	-1833.497	-832.853	1880.057	-2284.256	1090.630
117	-1842.150	-1833.619	-831.515	1880.336	-2283.834	1090.403
118	-1842.625	-1834.058	-831.522	1879.897	-2283.588	1090.488
119	-1842.150	-1834.322	-832.413	1879.360	-2283.696	1090.840
120	-1841.278	-1833.837	-833.067	1879.144	-2284.202	1091.321
121	-1840.951	-1832.973	-833.246	1879.193	-2284.656	1091.637
122	-1841.014	-1832.792	-833.241	1879.273	-2284.471	1091.615
123	-1840.830	-1833.464	-832.579	1879.095	-2283.946	1091.340
124	-1840.554	-1834.054	-831.463	1878.672	-2283.961	1091.001
125	-1840.408	-1834.006	-830.986	1878.273	-2284.522	1090.944
126	-1840.204	-1833.667	-831.358	1878.182	-2284.883	1091.534
127	-1840.123	-1833.495	-831.986	1878.416	-2284.915	1092.398
128	-1840.018	-1833.509	-832.759	1878.646	-2285.041	1092.771
129	-1839.755	-1833.693	-833.667	1878.769	-2285.283	1092.596
130	-1840.130	-1834.068	-833.981	1878.946	-2285.322	1092.481
131	-1841.204	-1834.500	-832.995	1879.121	-2284.984	1092.583
132	-1842.265	-1834.771	-831.193	1879.298	-2284.521	1092.412
133	-1842.720	-1834.711	-830.193	1879.654	-2284.497	1091.882
134	-1842.163	-1834.284	-831.272	1880.199	-2284.991	1091.718
135	-1841.070	-1833.723	-833.884	1880.734	-2285.440	1092.469
136	-1840.368	-1833.444	-835.473	1880.825	-2285.565	1093.550
137	-1840.209	-1833.613	-834.592	1880.206	-2285.655	1093.740
138	-1840.381	-1833.862	-832.746	1879.247	-2285.828	1092.685
139	-1840.718	-1833.727	-831.869	1878.645	-2285.594	1091.302
140	-1841.048	-1833.392	-832.099	1878.773	-2284.834	1090.834
141	-1841.335	-1833.422	-832.398	1879.237	-2284.397	1091.594
142	-1841.386	-1833.839	-832.415	1879.471	-2284.897	1092.680
143	-1840.993	-1834.003	-832.824	1879.391	-2285.826	1093.072
144	-1840.567	-1833.609	-833.652	1879.229	-2286.234	1092.670
145	-1840.825	-1833.155	-833.352	1879.133	-2285.509	1091.968
146	-1841.782	-1833.186	-831.095	1878.977	-2283.893	1091.409
147	-1842.577	-1833.749	-828.552	1878.817	-2282.601	1091.196
148	-1842.349	-1834.500	-828.467	1878.990	-2282.515	1091.303
149	-1841.188	-1834.775	-831.178	1879.497	-2283.006	1091.719
150	-1839.821	-1834.126	-833.631	1880.060	-2283.149	1092.389
151	-1838.933	-1833.167	-833.885	1880.634	-2283.129	1092.918
152	-1838.756	-1832.895	-833.462	1881.128	-2283.374	1092.907
153	-1838.832	-1833.368	-833.875	1881.294	-2283.586	1092.479
154	-1839.090	-1834.034	-834.353	1881.089	-2283.494	1091.942
155	-1839.974	-1834.424	-833.584	1880.735	-2283.377	1091.321
156	-1841.169	-1834.220	-831.920	1880.628	-2283.390	1090.947
157	-1841.771	-1833.618	-831.443	1880.812	-2283.519	1091.373
158	-1841.456	-1833.246	-833.283	1880.820	-2283.800	1092.425
159	-1840.849	-1833.363	-835.226	1880.486	-2284.255	1093.311
160	-1841.031	-1833.649	-834.513	1880.108	-2284.962	1093.409
161	-1841.961	-1833.690	-832.026	1879.931	-2285.819	1092.833
162	-1842.517	-1833.544	-830.658	1879.921	-2286.575	1092.256
163	-1842.176	-1833.603	-830.926	1879.959	-2286.911	1092.073
164	-1841.143	-1833.876	-831.598	1879.981	-2286.612	1092.133
165	-1840.085	-1833.837	-831.995	1879.952	-2285.895	1092.390
166	-1839.511	-1833.394	-832.227	1880.006	-2285.215	1092.925
167	-1839.246	-1833.076	-832.984	1880.323	-2284.994	1093.421
168	-1839.390	-1833.284	-833.621	1880.636	-2285.198	1093.250
169	-1840.100	-1833.860	-832.341	1880.261	-2285.410	1092.254
170	-1840.853	-1834.266	-830.142	1879.184	-2285.301	1091.156
171	-1841.183	-1834.120	-829.858	1878.294	-2284.738	1090.841
172	-1841.297	-1833.667	-831.591	1878.288	-2284.121	1091.395
173	-1841.217	-1833.499	-833.410	1878.828	-2284.179	1092.252
174	-1840.870	-1833.739	-834.023	1879.025	-2284.966	1093.053
175	-1840.929	-1833.978	-833.267	1878.724	-2285.630	1093.749
176	-1841.636	-1834.030	-832.454	1878.490	-2285.833	1093.954
177	-1841.694	-1833.963	-832.831	1878.618	-2285.833	1093.505
178	-1840.852	-1833.915	-833.377	1878.730	-2285.609	1093.053
179	-1840.544	-1833.925	-832.798	1878.432	-2285.278	1092.996
180	-1840.768	-1833.754	-832.472	1878.074	-2285.137	1093.069
181	-1840.643	-1833.412	-833.687	1878.246	-2285.125	1093.142
182	-1840.305	-1833.319	-834.655	1878.692	-2285.219	1093.566
183	-1840.412	-1833.591	-833.508	1878.704	-2285.441	1094.539
184	-1841.286	-1833.913	-831.008	1878.293	-2285.622	1095.294
185	-1842.267	-1833.984	-829.403	1878.011	-2285.739	1094.737
186	-1842.308	-1833.763	-830.164	1878.121	-2286.042	1093.292
187	-1841.645	-1833.429	-831.769	1878.420	-2286.609	1092.541
188	-1841.399	-1833.332	-831.737	1878.681	-2287.175	1092.858
189	-1841.528	-1833.652	-830.729	1878.926	-2287.566	1093.262
190	-1841.052	-1834.096	-831.057	1879.080	-2287.710	1093.305
191	-1840.278	-1834.345	-832.590	1878.903	-2287.590	1093.390
192	-1840.070	-1834.277	-833.319	1878.432	-2287.404	1093.632
193	-1840.329	-1833.942	-832.589	1878.129	-2287.425	1093.488
194	-1840.680	-1833.660	-832.076	1878.250	-2287.534	1092.722
195	-1840.761	-1833.752	-833.301	1878.621	-2287.376	1092.013
196	-1840.374	-1834.173	-834.812	1878.969	-2287.138	1091.884
197	-1840.441	-1834.606	-834.471	1879.217	-2287.295	1092.051
198	-1841.267	-1834.515	-833.161	1879.495	-2287.652	1092.296
199	-1842.014	-1833.897	-832.875	1879.849	-2287.583	1092.786
200	-1842.336	-1833.689	-833.641	1879.863	-2287.163	1093.396
201	-1842.344	-1834.112	-833.821	1879.142	-2287.034	1093.678
202	-1842.144	-1834.472	-832.353	1878.112	-2287.291	1093.401
203	-1842.168	-1834.449	-830.789	1877.816	-2287.403	1092.840
204	-1842.384	-1834.162	-831.477	1878.520	-2287.050	1092.605
205	-1842.031	-1833.691	-833.497	1879.295	-2286.485	1093.091
206	-1841.160	-1833.429	-833.865	1879.480	-2286.166	1093.901
207	-1840.757	-1833.847	-832.022	1879.312	-2286.150	1094.256
208	-1840.813	-1834.420	-830.361	1879.224	-2285.969	1093.952
209	-1840.973	-1834.451	-830.397	1879.271	-2285.528	1093.287
210	-1841.355	-1834.100	-831.218	1879.424	-2285.326	1092.585
211	-1841.267	-1833.757	-831.664	1879.733	-2285.563	1092.224
212	-1840.280	-1833.530	-832.088	1880.133	-2285.944	1092.416
213	-1839.601	-1833.545	-833.361	1880.513	-2286.338	1092.781
214	-1839.732	-1833.896	-834.801	1880.591	-2286.707	1092.923
215	-1840.461	-1834.374	-834.458	1880.254	-2286.868	1092.894
216	-1841.405	-1834.297	-832.254	1879.918	-2286.820	1092.750
217	-1841.907	-1833.661	-830.758	1879.844	-2286.860	1092.567
218	-1841.639	-1833.381	-832.053	1879.727	-2287.198	1092.592
219	-1840.832	-1833.866	-834.798	1879.442	-2287.665	1092.833
220	-1839.935	-1834.348	-836.202	1879.361	-2287.906	1093.034
221	-1839.903	-1834.215	-835.644	1879.670	-2287.655	1093.186
222	-1841.191	-1833.661	-834.141	1879.969	-2287.003	1093.346
223	-1842.578	-1833.174	-832.364	1879.932	-2286.606	1093.190
224	-1842.773	-1833.227	-830.319	1879.719	-2286.979	1092.621
225	-1842.096	-1834.080	-828.711	1879.686	-2287.703	1092.219
226	-1841.288	-1834.866	-829.318	1880.021	-2287.939	1092.423
227	-1840.827	-1834.335	-832.106	1880.497	-2287.643	1092.981
228	-1840.633	-1833.025	-834.322	1880.737	-2287.559	1093.407
229	-1840.197	-1832.657	-834.024	1880.693	-2287.959	1093.507
230	-1839.815	-1833.587	-831.817	1880.628	-2288.187	1093.367
231	-1840.479	-1834.563	-829.445	1880.652	-2287.889	1093.016
232	-1841.549	-1834.657	-829.028	1880.699	-2287.612	1092.687
233	-1841.414	-1834.012	-830.908	1880.635	-2287.756	1092.852
234	-1840.093	-1833.270	-833.264	1880.464	-2288.057	1093.650
235	-1839.012	-1832.976	-835.039	1880.371	-2288.198	1094.850
236	-1839.019	-1833.280	-836.348	1880.288	-2288.180	1095.938
237	-1840.262	-1833.877	-836.013	1879.943	-2288.091	1096.208
238	-1841.954	-1834.211	-833.313	1879.447	-2287.811	1095.288
239	-1842.798	-1834.102	-830.285	1879.234	-2287.322	1093.640
240	-1842.444	-1833.756	-829.739	1879.361	-2286.963	1092.463
241	-1841.265	-1833.281	-832.511	1879.650	-2286.997	1092.800
242	-1839.877	-1832.802	-836.166	1879.989	-2287.061	1094.573
243	-1839.395	-1833.001	-836.990	1880.141	-2286.465	1096.205
244	-1840.192	-1834.078	-834.291	1880.067	-2285.452	1095.843
245	-1841.258	-1834.697	-831.006	1880.195	-2285.110	1093.808
246	-1841.647	-1833.926	-829.358	1880.629	-2285.712	1092.213
247	-1841.199	-1832.880	-829.584	1880.744	-2286.395	1092.024
248	-1840.567	-1833.033	-830.871	1880.123	-2286.376	1092.364
249	-1840.468	-1833.961	-832.078	1879.345	-2285.892	1092.490
250	-1840.411	-1834.216	-833.205	1879.083	-2285.623	1092.459
251	-1839.966	-1833.681	-834.158	1879.259	-2285.762	1092.377
252	-1839.977	-1833.387	-833.517	1879.588	-2286.035	1092.160
253	-1841.061	-1833.804	-831.032	1879.918	-2286.305	1091.707
254	-1842.357	-1834.385	-829.064	1880.123	-2286.604	1091.149
255	-1842.501	-1834.491	-830.023	1880.136	-2286.725	1090.890
256	-1841.436	-1834.134	-833.236	1880.103	-2286.249	1091.412
257	-1840.113	-1833.637	-835.843	1880.165	-2285.332	1092.775
258	-1839.504	-1833.428	-836.332	1880.234	-2284.720	1094.156
259	-1839.875	-1833.765	-835.648	1880.070	-2284.809	1094.490
260	-1840.872	-1834.281	-834.336	1879.695	-2285.401	1093.825
261	-1841.973	-1834.325	-832.309	1879.607	-2286.012	1092.957
262	-1842.692	-1833.951	-830.809	1880.053	-2286.133	1092.341
263	-1842.356	-1833.669	-831.372	1880.441	-2285.740	1092.013
264	-1840.946	-1833.592	-833.701	1880.377	-2285.206	1092.125
265	-1839.864	-1833.690	-835.177	1880.318	-2284.722	1092.734
266	-1840.409	-1833.972	-833.565	1880.342	-2284.453	1093.263
267	-1841.712	-1834.134	-830.757	1879.985	-2284.444	1092.998
268	-1842.052	-1834.010	-829.971	1879.369	-2284.514	1091.911
269	-1841.309	-1833.910	-830.623	1879.117	-2284.635	1090.941
