Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1841.038	-1834.821	-832.904	1873.902	-2297.303	1102.479
1	-1841.152	-1834.603	-833.195	1874.247	-2296.989	1102.908
2	-1841.238	-1834.436	-833.457	1874.301	-2295.983	1103.398
3	-1841.138	-1834.488	-833.562	1873.791	-2295.376	1103.668
4	-1841.193	-1834.731	-833.160	1873.230	-2295.578	1103.458
5	-1841.536	-1834.911	-832.453	1873.246	-2295.932	1102.775
6	-1841.951	-1834.866	-832.184	1873.865	-2295.996	1102.170
7	-1842.051	-1834.738	-832.794	1874.489	-2295.944	1102.299
8	-1841.716	-1834.744	-833.903	1874.563	-2295.963	1102.921
9	-1841.256	-1834.877	-834.600	1874.215	-2295.828	1103.171
10	-1841.052	-1834.965	-834.404	1873.957	-2295.349	1102.755
11	-1841.177	-1834.905	-833.757	1874.089	-2294.962	1102.108
12	-1841.398	-1834.749	-833.203	1874.449	-2295.086	1101.700
13	-1841.529	-1834.650	-832.821	1874.678	-2295.516	1101.715
14	-1841.530	-1834.720	-832.663	1874.582	-2295.831	1102.009
15	-1841.384	-1834.842	-832.889	1874.208	-2295.874	1102.365
16	-1841.197	-1834.816	-833.358	1873.880	-2295.782	1102.627
17	-1841.167	-1834.669	-833.628	1873.941	-2295.635	1102.647
18	-1841.418	-1834.641	-833.307	1874.239	-2295.469	1102.560
19	-1841.798	-1834.828	-832.590	1874.346	-2295.468	1102.529
20	-1841.877	-1835.020	-832.367	1874.289	-2295.545	1102.239
21	-1841.609	-1835.031	-833.000	1874.301	-2295.483	1101.718
22	-1841.510	-1834.906	-833.498	1874.217	-2295.336	1101.547
23	-1841.716	-1834.720	-833.156	1873.884	-2295.215	1101.839
24	-1841.611	-1834.440	-832.855	1873.761	-2295.333	1102.203
25	-1840.983	-1834.229	-833.505	1874.253	-2296.060	1102.336
26	-1840.515	-1834.455	-834.697	1874.856	-2297.172	1102.130
27	-1840.896	-1835.191	-834.851	1874.978	-2297.882	1101.790
28	-1841.707	-1835.840	-833.554	1874.762	-2297.806	1101.656
29	-1842.077	-1835.613	-832.483	1874.562	-2297.012	1101.920
30	-1841.740	-1834.669	-832.926	1874.643	-2295.946	1102.541
