Timestamp	AccX	AccY	AccZ	Str1	Str2	Str3
0	-1841.416	-1834.335	-834.492	1868.182	-2297.419	1106.422
1	-1841.478	-1834.540	-833.614	1868.353	-2297.819	1107.853
2	-1841.356	-1835.026	-833.357	1868.447	-2298.107	1107.944
3	-1841.263	-1835.376	-833.588	1868.298	-2298.069	1106.877
4	-1841.438	-1835.432	-833.014	1867.882	-2298.108	1105.422
5	-1841.636	-1835.162	-831.697	1867.737	-2298.615	1104.313
6	-1841.410	-1834.716	-831.274	1868.342	-2299.369	1104.032
7	-1840.765	-1834.479	-832.559	1869.202	-2299.549	1104.805
8	-1840.550	-1834.695	-833.897	1869.361	-2298.944	1106.296
9	-1841.233	-1835.129	-833.547	1868.748	-2298.400	1107.584
10	-1842.009	-1835.332	-832.331	1868.073	-2298.468	1107.666
11	-1842.127	-1835.091	-832.089	1867.690	-2298.831	1106.560
12	-1841.819	-1834.682	-832.880	1867.664	-2299.046	1105.607
13	-1841.497	-1834.619	-833.576	1867.964	-2298.918	1105.788
14	-1841.180	-1834.886	-833.974	1868.201	-2298.477	1106.882
15	-1840.651	-1834.965	-834.669	1868.095	-2298.190	1108.151
16	-1840.244	-1834.674	-835.231	1867.777	-2298.446	1108.755
17	-1840.475	-1834.418	-834.668	1867.612	-2298.717	1108.230
18	-1841.151	-1834.556	-833.246	1867.840	-2298.488	1106.876
19	-1841.583	-1834.991	-832.486	1868.305	-2298.248	1105.507
20	-1841.563	-1835.328	-832.997	1868.638	-2298.466	1104.888
21	-1841.391	-1835.313	-833.900	1868.594	-2298.772	1105.093
22	-1841.372	-1835.084	-834.186	1868.382	-2298.762	1105.690
23	-1841.499	-1834.897	-833.833	1868.279	-2298.543	1106.376
24	-1841.725	-1834.855	-833.260	1868.277	-2298.254	1106.827
25	-1841.997	-1834.978	-832.474	1868.299	-2297.971	1106.680
26	-1842.093	-1835.198	-831.680	1868.308	-2297.828	1106.099
27	-1841.883	-1835.313	-831.793	1868.329	-2297.822	1105.694
28	-1841.274	-1835.217	-833.136	1868.291	-2297.970	1105.855
29	-1840.463	-1834.989	-834.556	1868.174	-2298.350	1106.482
30	-1840.185	-1834.713	-834.761	1868.134	-2298.967	1107.284
31	-1840.700	-1834.540	-833.760	1868.193	-2299.574	1107.639
32	-1841.354	-1834.687	-832.789	1868.249	-2299.885	1107.071
33	-1841.621	-1835.115	-832.728	1868.293	-2299.836	1105.968
34	-1841.560	-1835.368	-833.223	1868.293	-2299.613	1105.041
35	-1841.290	-1835.128	-833.783	1868.203	-2299.489	1104.740
36	-1840.990	-1834.628	-834.403	1868.025	-2299.423	1105.247
37	-1841.031	-1834.333	-834.783	1867.963	-2299.212	1106.227
38	-1841.452	-1834.501	-834.313	1868.247	-2298.787	1106.779
39	-1841.970	-1835.026	-833.000	1868.833	-2298.222	1106.473
40	-1842.246	-1835.553	-831.996	1869.247	-2297.656	1105.963
41	-1841.941	-1835.595	-832.428	1869.103	-2297.169	1105.960
42	-1841.164	-1835.066	-833.713	1868.677	-2297.069	1106.277
43	-1840.479	-1834.423	-834.375	1868.336	-2297.630	1106.270
44	-1840.214	-1834.202	-834.188	1867.980	-2298.298	1105.863
45	-1840.396	-1834.527	-833.877	1867.549	-2298.153	1105.578
46	-1840.998	-1835.079	-833.551	1867.417	-2297.498	1105.474
47	-1841.736	-1835.446	-832.946	1867.907	-2297.412	1105.120
48	-1842.082	-1835.383	-832.479	1868.784	-2298.035	1104.520
49	-1841.907	-1834.958	-832.833	1869.582	-2298.619	1104.277
50	-1841.587	-1834.567	-833.954	1869.998	-2298.813	1104.970
51	-1841.300	-1834.539	-834.821	1870.007	-2298.967	1106.499
52	-1841.086	-1834.783	-834.301	1869.836	-2299.230	1107.942
53	-1840.987	-1835.066	-832.859	1869.701	-2299.329	1108.263
54	-1840.950	-1835.322	-832.175	1869.771	-2299.188	1107.302
55	-1841.012	-1835.353	-832.602	1869.953	-2299.003	1106.009
56	-1841.108	-1834.937	-833.034	1870.047	-2298.925	1105.590
